symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2018-03-26 00:00:00+00:00,172.77,173.1,166.44,168.07,36272617,41.1205718,41.1991143,39.61398373,40.00193611,145090468,0,1
AAPL,2018-03-27 00:00:00+00:00,168.34,175.15,166.92,173.68,38962839,40.06619816,41.68702987,39.72822738,41.33715871,155851356,0,1
AAPL,2018-03-28 00:00:00+00:00,166.48,170.02,165.19,167.25,41668545,39.62350404,40.46605092,39.31647424,39.80676988,166674180,0,1
AAPL,2018-03-29 00:00:00+00:00,167.78,171.75,166.9,167.81,38398505,39.93291391,40.87780405,39.72346723,39.94005414,153594020,0,1
AAPL,2018-04-02 00:00:00+00:00,166.68,168.94,164.47,166.64,37586791,39.67110556,40.20900272,39.14510878,39.66158525,150347164,0,1
AAPL,2018-04-03 00:00:00+00:00,168.39,168.75,164.88,167.64,30278046,40.07809854,40.16378127,39.24269189,39.89959285,121112184,0,1
AAPL,2018-04-04 00:00:00+00:00,171.61,172.01,164.77,164.88,34605489,40.84448299,40.93968603,39.21651105,39.24269189,138421956,0,1
AAPL,2018-04-05 00:00:00+00:00,172.8,174.23,172.08,172.58,26933197,41.12771202,41.46806288,40.95634656,41.07535035,107732788,0,1
AAPL,2018-04-06 00:00:00+00:00,168.38,172.48,168.2,170.97,35005290,40.07571846,41.05154959,40.0328771,40.69215813,140021160,0,1
AAPL,2018-04-09 00:00:00+00:00,170.05,173.09,169.85,169.88,29017718,40.47319114,41.19673423,40.42558963,40.43272985,116070872,0,1
AAPL,2018-04-10 00:00:00+00:00,173.25,174,171.53,173,28614241,41.23481544,41.41332114,40.82544238,41.17531354,114456964,0,1
AAPL,2018-04-11 00:00:00+00:00,172.44,173.92,171.7,172.23,22431640,41.04202929,41.39428053,40.86590367,40.9920477,89726560,0,1
AAPL,2018-04-12 00:00:00+00:00,174.14,175,173.04,173.41,22889285,41.4466422,41.65132873,41.18483385,41.27289666,91557140,0,1
AAPL,2018-04-13 00:00:00+00:00,174.73,175.84,173.85,174.78,25124255,41.58706668,41.85125511,41.37762,41.59896706,100497020,0,1
AAPL,2018-04-16 00:00:00+00:00,175.82,176.19,174.83,175.03,21578420,41.84649495,41.93455776,41.61086744,41.65846896,86313680,0,1
AAPL,2018-04-17 00:00:00+00:00,178.24,178.94,176.41,176.49,26605442,42.42247333,42.58907864,41.98691943,42.00596004,106421768,0,1
AAPL,2018-04-18 00:00:00+00:00,177.84,178.82,176.88,177.81,20754538,42.32727029,42.56051773,42.098783,42.32013006,83018152,0,1
AAPL,2018-04-19 00:00:00+00:00,172.8,175.39,172.66,173.76,34808800,41.12771202,41.74415169,41.09439096,41.35619931,139235200,0,1
AAPL,2018-04-20 00:00:00+00:00,165.72,171.22,165.43,170.6,65491140,39.44261827,40.75166003,39.37359607,40.60409532,261964560,0,1
AAPL,2018-04-23 00:00:00+00:00,165.24,166.92,164.09,166.83,36515477,39.32837462,39.72822738,39.05466589,39.7068067,146061908,0,1
AAPL,2018-04-24 00:00:00+00:00,162.94,166.33,161.22,165.67,33692017,38.78095716,39.5878029,38.3715841,39.43071789,134768068,0,1
AAPL,2018-04-25 00:00:00+00:00,163.65,165.42,162.41,162.62,28382084,38.94994255,39.37121599,38.65481314,38.70479473,113528336,0,1
AAPL,2018-04-26 00:00:00+00:00,164.22,165.73,163.37,164.12,27963014,39.08560688,39.44499834,38.88330042,39.06180612,111852056,0,1
